iati-identifier,reporting-org,sector(name),sector(code),other-identifier,title,activity-scope,budget,recipient-country,recipient-country(percentage),recipient-region,recipient-region(percentage),contact-info,budget(period-start),budget(period-end),description
2012 CSD 205,ETC Foundation,,,CSRD- Africa,Strengthening climate change resilience via participatory innovation development,,775000,Tanzania,125552,,,"Boltz, Fred",9/1/12,8/31/15,"for use by its Prolinnova network to work with farmers in Uganda, Tanzania, Kenya and Ethiopia to develop, document and disseminate agricultural practices that build resilience to climate change"
2012 CSD 205,ETC Foundation,,,CSRD- Africa,Strengthening climate change resilience via participatory innovation development,,775000,Tanzania,125552,,,"Boltz, Fred",9/1/12,8/31/15,"for use by its Prolinnova network to work with farmers in Uganda, Tanzania, Kenya and Ethiopia to develop, document and disseminate agricultural practices that build resilience to climate change"
2012 CSD 205,ETC Foundation,,,CSRD- Africa,Strengthening climate change resilience via participatory innovation development,,775000,Uganda,126167,,,"Boltz, Fred",9/1/12,8/31/15,"for use by its Prolinnova network to work with farmers in Uganda, Tanzania, Kenya and Ethiopia to develop, document and disseminate agricultural practices that build resilience to climate change"
2012 CSD 205,ETC Foundation,,,CSRD- Africa,Strengthening climate change resilience via participatory innovation development,,775000,Uganda,126167,,,"Boltz, Fred",9/1/12,8/31/15,"for use by its Prolinnova network to work with farmers in Uganda, Tanzania, Kenya and Ethiopia to develop, document and disseminate agricultural practices that build resilience to climate change"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Ethiopia,128000,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Ethiopia,220800,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Kenya,115200,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Kenya,128000,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Kenya,220800,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Tanzania,128000,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Tanzania,220800,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Uganda,128000,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 206,Food and Agricultural Research Management Limited - Africa,,,CSRD- Africa,A climate change resilience/adaptation fund,,883200,Uganda,220800,,,"Boltz, Fred",12/1/12,11/30/15,"toward the costs of its Maendeleo Agricultural Enterprise Fund, an effort to harness innovative technologies to increase resilience and improve the livelihoods of vulnerable smallholder farmers in East Africa"
2012 CSD 207,Pamoja Media East Africa Limited,,,CSRD- Africa,,,92250,,,EasternAfrica,92250,"Boltz, Fred",10/1/12,9/30/16,in support of transitioning a group of Climate Exchange Network for Africa grantees to an enhanced online knowledge sharing and management system for research and development work on climate change resilience for African agriculture
2012 CSD 208,Financial Sector Deepening Trust Kenya,,,CSRD- Africa,,,300000,Kenya,300000,,,"Boltz, Fred",10/1/12,9/30/14,toward the costs of creating robust market-led agriculture risk management programs to mitigate risks such as climate change in order to protect the agricultural value chain and the large number of Kenyan smallholder farmers
2012 CSD 209,Common Market for Eastern and Southern Africa Secretariat,,,CSRD- Africa,,,500000,,,EasternAfrica,250000,"Boltz, Fred",12/1/12,11/30/14,"in support of policy engagement, research, and analysis work that will strengthen Africa’s position on agriculture in international climate change negotiations and will help national governments develop climate smart agricultural policies and action plans"
2012 CSD 209,Common Market for Eastern and Southern Africa Secretariat,,,CSRD- Africa,,,500000,,,SouthernAfrica,250000,"Boltz, Fred",12/1/12,11/30/14,"in support of policy engagement, research, and analysis work that will strengthen Africa’s position on agriculture in international climate change negotiations and will help national governments develop climate smart agricultural policies and action plans"
2012 CSD 210,Africa Innovations Institute,,,CSRD- Africa,Climate variability and food security in livestock,,300000,Uganda,300000,,,"Boltz, Fred",10/1/12,9/30/15,in support of strengthening community-based livelihoods resilience and adaptation capabilities through profiling specific technologies and practices in Uganda’s livestock corridor
2012 RLC 301,Ecotrust,,,Resilience,Community Based Resilience Networks,,400000,,,Global,150000,"Kete, Nancy",12/1/12,12/31/14,"toward the costs of planning, convening and curating a network of resilience practitioners and institutions and launching an “app store” for the planet which accelerates, disseminates and amplifies the success of proven solutions for building resilience to enhance the well-being of people and the planet"
2012 RLC 301,Ecotrust,,,Resilience,Community Based Resilience Networks,,400000,,,Global,400000,"Kete, Nancy",12/1/12,12/31/14,"toward the costs of planning, convening and curating a network of resilience practitioners and institutions and launching an “app store” for the planet which accelerates, disseminates and amplifies the success of proven solutions for building resilience to enhance the well-being of people and the planet"
2012 RLC 301,Ecotrust,,,Resilience,Community Based Resilience Networks,,400000,UnitedStates,55000,,,"Kete, Nancy",12/1/12,12/31/14,"toward the costs of planning, convening and curating a network of resilience practitioners and institutions and launching an “app store” for the planet which accelerates, disseminates and amplifies the success of proven solutions for building resilience to enhance the well-being of people and the planet"
2012 RLC 302,Ove Arup & Partners International Limited,,,Resilience,City Resilience Index,,1000000,,,Global,1000000,"Kete, Nancy",11/1/12,8/31/14,"in support of researching, designing, creating and disseminating a “City Resilience Index” to measure and compare the characteristics and key indicators of urban resilience"
2012 RLC 303,American National Red Cross,,,Resilience,Strategic Toolbox for Resilience,,250000,,,Global,250000,"Kete, Nancy",12/1/12,3/31/14,for use by its Global Disaster Preparedness Center (GDPC) in support of researching and promoting effective and innovative disaster preparedness as a cornerstone for promoting urban resilience
2012 RLC 304,Lund University,,,Resilience,Methodologies to Measure and Strengthen Community Resilience,,423553,,,Global,423553,"Kete, Nancy",1/1/13,6/30/14,"for use by its Centre for Sustainability Studies (LUCSUS) toward the costs of creating a coherent set of methods for measuring, assessing and profiling community resilience at the individual and community levels and adapting specific methods and tools to be readily accessible to decision makers and community-level practitioners who want to better understand how to strengthen community resilience"
2012 RLC 304,Lund University,,,Resilience,Methodologies to Measure and Strengthen Community Resilience,,423553,NewYork,66295,,,"Kete, Nancy",1/1/13,6/30/14,"for use by its Centre for Sustainability Studies (LUCSUS) toward the costs of creating a coherent set of methods for measuring, assessing and profiling community resilience at the individual and community levels and adapting specific methods and tools to be readily accessible to decision makers and community-level practitioners who want to better understand how to strengthen community resilience"
2012 RLC 305,Environmental Defense Fund,,,Resilience,Design Solutions to Catalyze Resilient Urban Ecologies,,1100000,UnitedStates,1100000,,,"Kete, Nancy",11/1/12,10/31/14,toward the costs of designing a competition for the Lower Mississippi River and Coastal Louisiana as part of a broader resilience and restoration strategy for the region
2013 CAC 301,Mercy Corps,,,Climate: Asian Cities,Country coordinator national policy engagement,,1258762,Indonesia,1258762,,,"Dayal, Ashvin",7/1/13,6/30/16,"for use by its Indonesia Office in support of scaling up urban climate change resilience (UCCR) in Indonesia through engagement with national policy, development of guidelines and development of a national platform for learning and exchange, refinement of tools, and through outreach to new cities to strengthen the capacity of city-level stakeholders to develop city resilience strategies, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 302,Thailand Environment Institute Foundation,,,Climate: Asian Cities,National strategy for dissemination and scaling up of UCCR,,400000,Thailand,400000,,,"Dayal, Ashvin",7/1/13,6/30/16,"in support of establishing and engaging networks of national and local actors in the public, academic and private sectors and in civil society to institutionalize urban climate change resilience into policies and planning practices at local and national levels in Thailand"
2013 CAC 304,Institute for Social and Environmental Transition,,,Climate: Asian Cities,Country coordinator national policy engagement,,1536356,Vietnam,1536356,,,"Dayal, Ashvin",4/1/13,3/31/16,"in support of scaling up urban climate resilience practices in Vietnamese cities, by building on local experience and scientific knowledge and advancing them through engagement with national policy, training and education programs, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 306,Gorakhpur Environmental Action Group,,,Climate: Asian Cities,city project focused on deepening UCCR processes in Gorakhpur and Basirhat cities,,150776,India,150776,,,"Dayal, Ashvin",10/1/13,9/30/15,"in support of a project to develop and pilot a decentralized, community-based adaptation approach to water and sanitation for peri-urban farmers in two Indian cities, Gorakhpur and Bashirat, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 307,Mercy Corps,,,Climate: Asian Cities,to support engagement projects of new expansion cities,,250000,Indonesia,250000,,,"Dayal, Ashvin",10/1/13,6/30/15,"for use by its Indonesia office in support of making small grants to support engagement projects in six new and non-core Asian Cities Climate Change Resilience Network (ACCCRN) cities (Palembang, Dumai, Cirebon, Probolinggo, Blitar and one city in eastern Indonesia) in order to test some early identified actions of their respective City Resilience Strategies"
2013 CAC 308,International Council for Local Environmental Initiatives - Australia/New Zealand Limited,,,Climate: Asian Cities,ACCCRN small grants fund to support engagement with new expansion cities,,600000,Bangladesh,150000,,,"Dayal, Ashvin",9/1/13,8/31/15,"in support of a project to establish a grantmaking fund for a set of new Asian Cities Climate Change Resilience Network (ACCCRN) expansion cities in India, Indonesia, Bangladesh and the Philippines to support small-scale interventions to deepen engagement and partnerships between various city stakeholders during the early stages of the resilience planning and project identification process"
2013 CAC 308,International Council for Local Environmental Initiatives - Australia/New Zealand Limited,,,Climate: Asian Cities,ACCCRN small grants fund to support engagement with new expansion cities,,600000,India,150000,,,"Dayal, Ashvin",9/1/13,8/31/15,"in support of a project to establish a grantmaking fund for a set of new Asian Cities Climate Change Resilience Network (ACCCRN) expansion cities in India, Indonesia, Bangladesh and the Philippines to support small-scale interventions to deepen engagement and partnerships between various city stakeholders during the early stages of the resilience planning and project identification process"
2013 CAC 308,International Council for Local Environmental Initiatives - Australia/New Zealand Limited,,,Climate: Asian Cities,ACCCRN small grants fund to support engagement with new expansion cities,,600000,Indonesia,150000,,,"Dayal, Ashvin",9/1/13,8/31/15,"in support of a project to establish a grantmaking fund for a set of new Asian Cities Climate Change Resilience Network (ACCCRN) expansion cities in India, Indonesia, Bangladesh and the Philippines to support small-scale interventions to deepen engagement and partnerships between various city stakeholders during the early stages of the resilience planning and project identification process"
2013 CAC 308,International Council for Local Environmental Initiatives - Australia/New Zealand Limited,,,Climate: Asian Cities,ACCCRN small grants fund to support engagement with new expansion cities,,600000,Philippines,150000,,,"Dayal, Ashvin",9/1/13,8/31/15,"in support of a project to establish a grantmaking fund for a set of new Asian Cities Climate Change Resilience Network (ACCCRN) expansion cities in India, Indonesia, Bangladesh and the Philippines to support small-scale interventions to deepen engagement and partnerships between various city stakeholders during the early stages of the resilience planning and project identification process"
2013 CAC 309,Challenge to Change,,,Climate: Asian Cities,"Livelihood Diversification for Women's Climate Change Resilience Quy Nhon City, Vietnam",,252167,Vietnam,252167,,,"Dayal, Ashvin",10/1/13,9/30/16,"toward the costs of supporting diversification of poor women’s livelihoods in Quy Nhon, Vietnam to enable them to adopt livelihood strategies which are more resilient to climate change in the urban context, and to demonstrate to local authorities the value of mainstreaming gender into community based adaptation programs, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 310,Institute for Social and Environmental Transition,,,Climate: Asian Cities,Resilience Narratives,,610320,,,Global,610320,"Dayal, Ashvin",8/1/13,7/31/15,"in support of developing and delivering a range of compelling narratives on how to build the resilience of communities affected by climate change, in order to ultimately build policy and public support for further action"
2013 CAC 311,Center for Community Health and Development,,,Climate: Asian Cities,"Protecting Urban Livelihoods from Climate Change Building Heat Stress Resilient for worker, Danang",,300000,Vietnam,300000,,,"Dayal, Ashvin",10/1/13,3/31/16,"toward the costs of creating a heat stress index, policy recommendations on heat stress prevention and capacity building efforts to protect the health and livelihoods of low-income workers in Da Nang, Vietnam who are vulnerable to heat stress as climate change leads to increased temperatures, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 312,"Cities Development Institute of Asia, Inc.",,,Climate: Asian Cities,assessing city project portfolio for investment readiness,,74233,India,22270,,,"Dayal, Ashvin",10/1/13,7/31/14,"toward the costs of screening Asian Cities Climate Change Resilience Network (ACCCRN) core city resilience strategies and working with ACCCRN partners to develop a number of bankable proposals for climate resilient infrastructure projects that can attract larger-scale loan, investment, public-private partnerships or other forms of infrastructure finance"
2013 CAC 312,"Cities Development Institute of Asia, Inc.",,,Climate: Asian Cities,assessing city project portfolio for investment readiness,,74233,Indonesia,14846,,,"Dayal, Ashvin",10/1/13,7/31/14,"toward the costs of screening Asian Cities Climate Change Resilience Network (ACCCRN) core city resilience strategies and working with ACCCRN partners to develop a number of bankable proposals for climate resilient infrastructure projects that can attract larger-scale loan, investment, public-private partnerships or other forms of infrastructure finance"
2013 CAC 312,"Cities Development Institute of Asia, Inc.",,,Climate: Asian Cities,assessing city project portfolio for investment readiness,,74233,Thailand,14847,,,"Dayal, Ashvin",10/1/13,7/31/14,"toward the costs of screening Asian Cities Climate Change Resilience Network (ACCCRN) core city resilience strategies and working with ACCCRN partners to develop a number of bankable proposals for climate resilient infrastructure projects that can attract larger-scale loan, investment, public-private partnerships or other forms of infrastructure finance"
2013 CAC 312,"Cities Development Institute of Asia, Inc.",,,Climate: Asian Cities,assessing city project portfolio for investment readiness,,74233,Vietnam,22270,,,"Dayal, Ashvin",10/1/13,7/31/14,"toward the costs of screening Asian Cities Climate Change Resilience Network (ACCCRN) core city resilience strategies and working with ACCCRN partners to develop a number of bankable proposals for climate resilient infrastructure projects that can attract larger-scale loan, investment, public-private partnerships or other forms of infrastructure finance"
2013 CAC 313,Ove Arup & Partners International Limited,,,Climate: Asian Cities,"Final grant: Strategy and Alignment Group (SAG), case studies, network support",,612500,,,Asia,112500,"Dayal, Ashvin",12/1/13,11/30/15,"in support of a project to embed core approaches and lessons learned within the Asian Cities Climate Change Resilience Network (ACCCRN), including successful city teams, fostering country-level networks, and codifying 21st century planning principles for urban climate change resilience, in order to capture lessons from and foster longer-term use of approaches pioneered in the ACCCRN initiative"
2013 CAC 313,Ove Arup & Partners International Limited,,,Climate: Asian Cities,"Final grant: Strategy and Alignment Group (SAG), case studies, network support",,612500,India,300000,,,"Dayal, Ashvin",12/1/13,11/30/15,"in support of a project to embed core approaches and lessons learned within the Asian Cities Climate Change Resilience Network (ACCCRN), including successful city teams, fostering country-level networks, and codifying 21st century planning principles for urban climate change resilience, in order to capture lessons from and foster longer-term use of approaches pioneered in the ACCCRN initiative"
2013 CAC 313,Ove Arup & Partners International Limited,,,Climate: Asian Cities,"Final grant: Strategy and Alignment Group (SAG), case studies, network support",,612500,Indonesia,200000,,,"Dayal, Ashvin",12/1/13,11/30/15,"in support of a project to embed core approaches and lessons learned within the Asian Cities Climate Change Resilience Network (ACCCRN), including successful city teams, fostering country-level networks, and codifying 21st century planning principles for urban climate change resilience, in order to capture lessons from and foster longer-term use of approaches pioneered in the ACCCRN initiative"
2013 CAC 314,Mercy Corps,,,Climate: Asian Cities,Business Feasibility Study Trash to Case (T2C) - Bandar Lampung Waste Bank,,72979,Indonesia,72979,,,"Dayal, Ashvin",1/1/14,9/30/14,"for use by its Indonesia office in support of a feasibility study for establishing a social enterprise waste bank in Bandar Lampung, Indonesia, to provide alternative livelihoods for climate affected fishing communities and to reduce the city’s vulnerability to floods by improving solid waste collection, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 315,Institute for Social and Environmental Transition,,,Climate: Asian Cities,Reducing Climate Risks from peri-Urban Development in Vietnamese Cities,,280380,Vietnam,280380,,,"Dayal, Ashvin",1/1/14,6/30/16,"in support of a project to generate new knowledge and evidence on the impact of land conversion and development on peri-urban areas of cities, drawing on case studies from Can Tho, Da Nang, Quy Nhon and Hue, Vietnam, and provide recommendations to urban development authorities on how to reduce climate and social vulnerabilities in order to strengthen resilience, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 316,Thailand Environment Institute Foundation,,,Climate: Asian Cities,Promoting private sector engagement in building long term flood resilience in Hat Yai City,,70000,Thailand,70000,,,"Dayal, Ashvin",11/1/13,4/30/15,"in support of a project to build effective participatory partnerships among the business, public and civil society sectors in order to promote long-term flood risk reduction and climate resilience of Hat Yai City, Thailand, as part of the Asian Cities Climate Change Resilience Network (ACCCRN)"
2013 CAC 317,Asian Development Bank,,,Climate: Asian Cities,Urban climate change resilience trust fund,,5000000,Bangladesh,833333,,,"Dayal, Ashvin",12/1/13,12/31/21,"toward the costs of establishing the Urban Climate Change Resilience Trust Fund, a multi-donor trust fund that will scale-up investment in urban climate change resilience building in 25 cities in Asia by supporting the integration of climate change resilience into city-wide and sectoral planning, regulations and investment"
2013 CAC 317,Asian Development Bank,,,Climate: Asian Cities,Urban climate change resilience trust fund,,5000000,India,833333,,,"Dayal, Ashvin",12/1/13,12/31/21,"toward the costs of establishing the Urban Climate Change Resilience Trust Fund, a multi-donor trust fund that will scale-up investment in urban climate change resilience building in 25 cities in Asia by supporting the integration of climate change resilience into city-wide and sectoral planning, regulations and investment"
2013 CAC 317,Asian Development Bank,,,Climate: Asian Cities,Urban climate change resilience trust fund,,5000000,Indonesia,833333,,,"Dayal, Ashvin",12/1/13,12/31/21,"toward the costs of establishing the Urban Climate Change Resilience Trust Fund, a multi-donor trust fund that will scale-up investment in urban climate change resilience building in 25 cities in Asia by supporting the integration of climate change resilience into city-wide and sectoral planning, regulations and investment"
2013 CAC 317,Asian Development Bank,,,Climate: Asian Cities,Urban climate change resilience trust fund,,5000000,Pakistan,833333,,,"Dayal, Ashvin",12/1/13,12/31/21,"toward the costs of establishing the Urban Climate Change Resilience Trust Fund, a multi-donor trust fund that will scale-up investment in urban climate change resilience building in 25 cities in Asia by supporting the integration of climate change resilience into city-wide and sectoral planning, regulations and investment"
2013 CAC 317,Asian Development Bank,,,Climate: Asian Cities,Urban climate change resilience trust fund,,5000000,Philippines,833333,,,"Dayal, Ashvin",12/1/13,12/31/21,"toward the costs of establishing the Urban Climate Change Resilience Trust Fund, a multi-donor trust fund that will scale-up investment in urban climate change resilience building in 25 cities in Asia by supporting the integration of climate change resilience into city-wide and sectoral planning, regulations and investment"
2013 CAC 317,Asian Development Bank,,,Climate: Asian Cities,Urban climate change resilience trust fund,,5000000,Vietnam,833335,,,"Dayal, Ashvin",12/1/13,12/31/21,"toward the costs of establishing the Urban Climate Change Resilience Trust Fund, a multi-donor trust fund that will scale-up investment in urban climate change resilience building in 25 cities in Asia by supporting the integration of climate change resilience into city-wide and sectoral planning, regulations and investment"
2013 IFP 310,"Next City, Inc.",,,Influence Fund,To enhance the public’s understanding of and engagement with urban resilience,,300000,,,Global,300000,"Coleman, Neill",9/1/13,9/30/14,in support of producing and distributing multi-media coverage by local bloggers of urban resilience across 10 cities globally to increase the global view of urban resilience and its manifestations and to drive conversation and awareness
2013 IFP 311,AllAfrica Foundation,,,Influence Fund,to undertake year-long coverage of urban resilience across Africa,,100000,,,Africa,100000,"Coleman, Neill",10/1/13,9/30/14,toward the costs of producing and distributing multi-media content on issues that illustrate urban resilience in African cities and that inform public and policy dialogues
2013 IFP 313,"Next City, Inc.",,,Influence Fund,Resilience films on cities in Asia,,200000,,,Global,200000,"Coleman, Neill",12/1/13,12/31/14,in support of producing and distributing four short videos on urban resilience across four cities in Asia to increase global awareness of urban resilience and its manifestations
2013 ONE 301,Organisation for Economic Co-operation and Development,Urban Development And Management,43030,100 Resilient Cities,For a session on urban resilience at the next OECD Roundtable for Mayors and Ministers.,,50000,,,Global,50000,"Madonia, Peter",9/1/13,6/30/14,"in support of a session on resilience at the Roundtable for Mayors and Ministers, to be held in Marseille, France December 2013, to catalyze worldwide discussions in city governments on the topic of resilience"
2013 ONE 303,Guardian News and Media Ltd,Urban Development And Management,43030,100 Resilient Cities,To capture stories and news on the theme of resilience for a global audience,,3000000,,,Global,3000000,"Madonia, Peter",1/1/14,12/31/16,"in support of a new section of theguardian.com focusing on cities, resilience and ways to improve the lives of poor and vulnerable communities in urban areas"
2013 ONE 304,"Rockefeller Philanthropy Advisors, Inc.",Urban Development And Management,43030,100 Resilient Cities,Execute support to cities selected for 100 Resilient Cities,,31350000,,,Global,31350000,"Madonia, Peter",10/1/13,3/31/15,"for use by 100 Resilient Cities in support of the 100 Resilient Cities Centennial Challenge, which aims to build cities’ capacity globally to maintain and recover critical functions in the face of shocks and stresses"
2013 RLC 303,International Union for Conservation of Nature and Natural Resources-United States,,,Resilience,Cross-Sectoral Approaches to Reslience,,150000,,,Global,150000,"Kete, Nancy",6/1/13,4/30/14,"in support of a cross-sectoral convening of major global corporations and international civil society and public sector organizations to promote their mutual interest in resilience, to be held at the Rockefeller Foundation Bellagio Center, November 2013"
2013 RLC 305,U.S. Green Building Counci l- New York Chapter,,,Resilience,Resilience Work,,100000,NewYork,100000,,,"Kete, Nancy",7/1/13,8/31/14,toward the costs of educational and advocacy efforts of its Building Resiliency Task Force in order to promote government and commercial building owners to implement code recommendations for improving the resilience of buildings in New York City
2013 RLC 306,ITAD Limited,,,Resilience,Resilience Advisors,,200000,,,Global,200000,"Kete, Nancy",10/1/13,9/30/15,"in support of strengthening the capacity of the Foundation, grantees, and partners to infuse and integrate resilience thinking into their work and to create an enabling environment for partners and grantees to better understand how to use resilience in planning programs"
2013 RLC 307,The Nature Conservancy,,,Resilience,Innovative financing of natural infrastructure pilot at Howard Beach,,210000,NewYork,210000,,,"Kete, Nancy",3/1/13,8/31/14,in support of engaging with the city of New York in developing recommendations to build resilience utilizing natural infrastructure in areas affected by hurricane Sandy
2013 RLC 308,The Trust for Public Land,,,Resilience,Benefits of natural infrastructure on Sandy Coastline,,150000,NewYork,150000,,,"Kete, Nancy",7/1/13,6/30/15,"toward the costs of researching, planning and creating protective green infrastructure along New York City’s waterfront"
2013 RLC 310,Trustees of Princeton University,,,Resilience,Resilient Coastal Design,,2272652,UnitedStates,2272652,,,"Kete, Nancy",7/1/13,10/31/14,for use by its School of Architecture and Andlinger Center for Energy and the Environment in support of implementing and integrating four coastal resilience design strategies in the mid-Atlantic region that include both structural and non-structural solutions
2013 RLC 311,New York University,,,Resilience,Resilience Work,,299948,,,Global,49948,"Kete, Nancy",11/1/13,3/31/15,for use by its Furman Center for Real Estate and Urban Policy to identify and promote critical decision-making tools to achieve urban and regional resilience
2013 RLC 311,New York University,,,Resilience,Resilience Work,,299948,NewYork,200000,,,"Kete, Nancy",11/1/13,3/31/15,for use by its Furman Center for Real Estate and Urban Policy to identify and promote critical decision-making tools to achieve urban and regional resilience
2013 RLC 311,New York University,,,Resilience,Resilience Work,,299948,UnitedStates,50000,,,"Kete, Nancy",11/1/13,3/31/15,for use by its Furman Center for Real Estate and Urban Policy to identify and promote critical decision-making tools to achieve urban and regional resilience
2013 RLC 312,"Global Footprint Network, Inc.",,,Resilience,Resilience practice in states,,240000,UnitedStates,240000,,,"Kete, Nancy",8/1/13,1/31/15,in support of accelerating the mainstreaming of resilience practice in states across the U.S. by providing tools to facilitate economic investments promoting ecological and natural resource preservation
2013 RLC 315,New York University,,,Resilience,Help the community members inform the Rebuild by Design teams’ design objectives,,596134,NewYork,596134,,,"Kete, Nancy",6/1/13,6/30/15,for use by its Institute of Public Knowledge toward the costs of developing design objectives for the U.S. Housing and Urban Development’s “Rebuild by Design” competition to help understand areas affected by Hurricane Sandy for their proposed rebuilding
2013 RLC 316,Community Foundation of New Jersey,,,Resilience,Rebuild by Design- Support the Project Manager,,250000,Connecticut,83333,,,"Kete, Nancy",8/1/13,7/31/14,"in support of a Project Manager for its Rebuild by Design project, a collaborative multi-stage regional design competition to promote resilience in the tri-state area"
2013 RLC 316,Community Foundation of New Jersey,,,Resilience,Rebuild by Design- Support the Project Manager,,250000,NewJersey,83333,,,"Kete, Nancy",8/1/13,7/31/14,"in support of a Project Manager for its Rebuild by Design project, a collaborative multi-stage regional design competition to promote resilience in the tri-state area"
2013 RLC 316,Community Foundation of New Jersey,,,Resilience,Rebuild by Design- Support the Project Manager,,250000,NewYork,83334,,,"Kete, Nancy",8/1/13,7/31/14,"in support of a Project Manager for its Rebuild by Design project, a collaborative multi-stage regional design competition to promote resilience in the tri-state area"
2013 RLC 317,"Office of Community Development, City of New Orleans",,,Resilience,TBD,,400000,Louisiana,400000,,,"Kete, Nancy",10/1/13,10/1/15,"toward the costs of key staffing positions for the early development and implementation of the New Orleans Resilience Center, a command center for all city emergency and special events and permanent hub for coordinating services provided by the public and private sectors"
2013 RLC 318,Internews Network,,,Resilience,Information Ecologies for Resilient Outcomes,,110527,,,Global,110527,"Kete, Nancy",12/1/13,9/30/14,for use by its Center for Innovation & Learning toward the costs of thought leadership on the importance of information structures and feedback loops to building resilience
2013 RLC 319,National Opinion Research Center,,,Resilience,Phase II of the Post-Superstorm Sandy Survey,,625000,UnitedStates,625000,,,"Kete, Nancy",11/1/13,12/31/14,"in support of the design, implementation, analysis and dissemination of findings from the second and final phase of a two-part study to examine neighborhood resilience in the wake of Hurricane Sandy"
2013 RLC 320,WGBH Educational Foundation,,,Resilience,NOVA Megastorm Aftermath,,250000,UnitedStates,250000,,,"Kete, Nancy",7/1/13,6/30/14,"toward the costs of creating and broadcasting a NOVA Science Series documentary, “Megastorm Aftermath,” to explore how cities and communities are learning to build resilience to extreme weather events"
2013 RLC 321,Columbia University,,,Resilience,Data driven evacuation analytics for the Office of Emergency Management,,80000,NewYork,80000,,,"Kete, Nancy",9/1/13,8/31/14,"in support of its Fu Foundation School of Engineering and Applied Science in the development of The Metropolitan Evacuation Simulation Application (MESA), which will aid the New York City Office of Emergency Management in disaster and evacuation planning"
2013 RLC 324,The City University of New York,,,Resilience,Support for Resilience Institute,,444997,,,Global,44997,"Kete, Nancy",11/1/13,9/30/14,"in support of its project, the Science and Resilience Institute at Jamaica Bay, including conducting a needs assessment and building organizational capacity in order to apply resilience methodologies in the revitalization of the Jamaica Bay recreational area"
2013 RLC 324,The City University of New York,,,Resilience,Support for Resilience Institute,,444997,NewYork,300000,,,"Kete, Nancy",11/1/13,9/30/14,"in support of its project, the Science and Resilience Institute at Jamaica Bay, including conducting a needs assessment and building organizational capacity in order to apply resilience methodologies in the revitalization of the Jamaica Bay recreational area"
